句子编号,情感极性,情感类型,情感强度,情感关键词,Intensity_norm,Intensity_polarized,Polarity_num,Emotional Types,Neutral_Polarity,Positive_Polarity,Negative_Polarity,小说编号
86,负,疑惑,7,狐狼头魔神，首饰盒,0.75,-0.75,2.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
87,负,愧疚,7,对不起，没想到,0.75,-0.75,2.0,Sha,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
88,负,愤怒,7,焦急，质问,0.75,-0.75,2.0,Ang,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
89,正,认真,7,使命，守护,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
90,正,信任,6,试探性地开始替雪莉说好话,0.625,0.625,1.0,Tru,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
91,正,感激,6,算是她救的,0.625,0.625,1.0,Grat,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
92,正,信任,6,抢白，明显不像,0.625,0.625,1.0,Tru,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
93,负,惊讶,7,腐败发臭的气味,0.75,-0.75,2.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
94,负,疑惑,7,奇怪的逆转,0.75,-0.75,2.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
95,正,坚定,7,不能影响警察叔叔执行公务,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
96,正,惊讶,7,诧异地看向墨多多,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
97,负,尴尬,6,抽了抽嘴角，恨恨咬牙,0.625,-0.625,2.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
98,负,愤怒,7,跺着小皮鞋，不满地教训,0.75,-0.75,2.0,Ang,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
99,负,委屈,6,露出一个冤枉的表情,0.625,-0.625,2.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
100,正,狡黠,6,狡黠的亮光，老谋深算,0.625,0.625,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
101,正,好奇,7,迫不及待地打开接收端,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
102,负,紧张,8,不祥的预感,0.875,-0.875,2.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
103,负,恐惧,9,骇然，惊呼,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
104,负,愤怒,8,强压着心头的恐惧，满腔愤怒,0.875,-0.875,2.0,Ang,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
105,正,惊讶,7,不可思议地望向多多,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
106,正,骄傲,7,自以为是英雄,0.75,0.75,1.0,Pri,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
107,负,焦虑,7,焦躁,0.75,-0.75,2.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
108,正,冷静,7,摸摸鼻子，迅速标出位置,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
109,负,恐惧,8,脸色骤变，头冒冷汗,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
110,正,好奇,7,豁然发现，一模一样,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
111,正,惊讶,8,他们是鹰神荷鲁斯的四个儿子,0.875,0.875,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
112,正,放松,6,安心不少,0.625,0.625,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
113,正,骄傲,6,肯定能拿奥斯卡大奖,0.625,0.625,1.0,Pri,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
114,负,迷惑,7,手指尖快要触到棺椁上的金箔,0.75,-0.75,2.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
115,负,恐惧,8,发现了一个难以预料的可怕现实,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
116,负,恐惧,9,被黑烟笼罩，被逼到墙角,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
117,负,恐惧,9,愤怒的嘶喊，地狱的恐怖艺术品,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
118,负,恐惧,9,死死地盯着墨多多,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
119,负,恐惧,9,惊呆了，只求能够一棍子打死这只黑猫,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
120,正,冷静,7,仔细看了看窗户下散落一地的玻璃碴,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
121,正,冷静,7,指着窗帘和散落一地的玻璃碴解释道,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
122,正,放松,6,原本的怒气平息了下来,0.625,0.625,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
123,正,焦急,7,快点去救雪莉啊,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
124,正,好奇,7,发生了什么事,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
125,负,紧张,7,心中一凛,0.75,-0.75,2.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
126,负,惊讶,7,猫咬死了蛇，这有什么奇怪的地方,0.75,-0.75,2.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
127,正,好奇,7,快点冲向声音传来的底楼展厅,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
128,正,平静,6,把他如何遇到雪莉以及又如何失去雪莉行踪的来龙去脉简要地向南翎交代了一下,0.625,0.625,1.0,Calm,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
129,负,恐惧,9,嘶哑着嗓子道，鲜血淋漓的子弹孔,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
130,负,惊讶,8,惊愕得没有办法正常思考,0.875,-0.875,2.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
131,负,疑惑,7,如果雪莉还活着，那三年前在他怀里闭上了眼睛的又是谁,0.75,-0.75,2.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
132,正,好奇,7,陷入思考,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
133,正,好奇,7,审视着这张字条,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
134,正,聪明,7,只有这个图形所框定的文字连起来的话，说不定就是信的内容,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
135,正,惊讶,8,这根本就是一封来自地狱的邀请函,0.875,0.875,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
136,负,悲伤,7,脸色突然变得铁青,0.75,-0.75,2.0,Sad,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
137,正,坚定,7,我一定要去,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
138,正,坚定,7,举手表态,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
139,正,骄傲,6,代理队大人，您拿个主意吧,0.625,0.625,1.0,Pri,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
140,正,焦急,7,快说，你有什么办法,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
141,正,感激,6,放下手中的巧克力派，叹息道,0.625,0.625,1.0,Grat,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
142,正,希望,7,帮助雪莉找到法老王的心脏,0.75,0.75,1.0,Hop,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
143,正,好奇,7,为什么称为帮助之窗,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
144,正,好奇,7,难道查理是想告诉我们，答案是编号11376的窗户,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
145,正,惊讶,7,原来如此,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
146,正,骄傲,6,偷偷笑了一下,0.625,0.625,1.0,Pri,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
147,正,紧张,7,听完多多的解释，虎鲨不屑地瘪瘪嘴,0.75,0.75,1.0,Anx,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
148,正,好奇,7,背包里却传来哼哼唧唧的嗤笑声,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
149,正,好奇,7,这次的事件有很多神秘的疑点,0.75,0.75,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
150,负,惊讶,7,不敢置信地看着查理,0.75,-0.75,2.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
151,负,惊讶,7,不会是抱错了吧,0.75,-0.75,2.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
152,正,骄傲,7,带领大家化解一切疑难危机,0.75,0.75,1.0,Pri,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
153,负,生气,6,翻了多多一记白眼,0.625,-0.625,2.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
154,正,期待,7,墨多多以后会变成什么样子呢,0.75,0.75,1.0,Hop,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
155,正,冷静,7,示意多多附耳过来,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
156,正,信任,7,决定把接下来的事交给墨多多,0.75,0.75,1.0,Tru,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
157,正,平静,6,分别给家里打个电话，让爸妈放心,0.625,0.625,1.0,Calm,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
158,正,认真,7,拿出多多爷爷那里学习过的技术,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
159,负,恐惧,8,战战兢兢地等待着,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
160,负,恐惧,8,心跳声，不祥的预感,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
161,负,恐惧,9,火光中幽幽地映了出来,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
162,负,恐惧,9,冰冷而没有一丝生气,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
163,负,恐惧,9,整个人都凉了半截,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
164,负,恐惧,9,脸色呈现一种深度失血后的灰色,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
165,负,恐惧,8,为什么,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
166,负,恐惧,8,小声地问查理,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
167,正,冷静,7,异议,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
168,正,信任,7,很有说服力,0.75,0.75,1.0,Tru,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
169,正,冷静,7,分为前中后三组,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
170,正,坚定,7,很快就进入了地下甬道,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
171,负,恐惧,8,实在是太过遥远了,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
172,负,恐惧,8,迷失了距离感,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
173,负,恐惧,8,浑身无力,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
174,负,恐惧,8,双脚有些禁不住颤抖,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
175,负,恐惧,8,空气中，飘浮着一阵阵异香,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
176,负,恐惧,8,黑暗中，一个冰冷的来自地狱的声音,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
177,负,恐惧,8,迷迷糊糊就到了这个地方,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
178,负,恐惧,8,黑暗中，一个冰冷的来自地狱的声音,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
179,负,恐惧,9,吓得差点尿裤子,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
180,负,恐惧,9,面色煞白地出现在了黑夜的博物馆中,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
181,负,恐惧,8,你一个人来吗,0.875,-0.875,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
182,负,迷惑,7,真理之羽是什么东西,0.75,-0.75,2.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
183,正,焦急,7,不要过去,0.75,0.75,1.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
184,正,惊讶,8,南翎扶着鲜血淋漓的肩膀出现在不远处的墙边,0.875,0.875,1.0,Surp,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
185,负,恐惧,9,掐住了他的手腕,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
186,负,恐惧,9,冰冷刺骨的指甲直直掐进了他的皮肤,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
187,负,愤怒,8,她她竟然就是白天展厅里口若悬河的那个中年女子,0.875,-0.875,2.0,Ang,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
188,负,愤怒,8,你 你胡说,0.875,-0.875,2.0,Ang,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
189,负,混乱,8,彻底陷入混乱之中,0.875,-0.875,2.0,,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
190,负,恐惧,9,女亡灵一把掐住多多的脖子,1.0,-1.0,2.0,Fear,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
191,负,愤怒,8,雪莉死了啊,0.875,-0.875,2.0,Ang,0.0052562417871222,0.4296977660972405,0.5650459921156373,B18
